URL,Nom,Type,Departement,Ville,Cap été,Cap hiver,Cheminée,Bois,Eau,Couchage,Rando
Details,cabane pinet lac de gaube,Cabane ouverte,Haute-Pyrénées,Cauterets,6,6,Oui,,,6/8 couchages,refuge des oulettes splendide vue sur massif vignemale
Details,cabane d arres,Cabane ouverte,Pyrénées-Atlantique,Osse-en-Aspe,2,2,,,,,layens
Details,refuge forestier d espousouillette,Cabane ouverte,Ariège,L'Hospitalet-près-l'Andorre,1,1,,,,1,
Details,refugi de juclar,"Refuge gardé l'été, partie hivernal",Andorre,Canillo,45,12,Oui,,,2 dortoirs ouverts : 9 et 3 pl,boucle etangs juclar fontargente pics rulhe ruf escobes siscaro
Details,cabane des soldats,Cabane ouverte,Haute-Pyrénées,Gavarnie-Gèdre,4,4,,,,,taillon
Details,cabane laiterine,Cabane ouverte,Pyrénées-Atlantique,Accous,6,6,Oui,Oui,Oui,,pic de la marere pic permayou
Details,cabane de seridet,Ruine,Haute-Garonne,Cier-de-Luchon,0,0,,,,,
Details,cabane col de l aouet,Cabane férmée,Haute-Pyrénées,Ferrère,0,0,,,,,
Details,maison forestiere de sauzet,Cabane férmée,Ariège,Saurat,0,0,,Oui,Oui,,boucle pic journalade
Details,cabane de caillaous,Cabane ouverte,Pyrénées-Atlantique,Borce,5,5,,,,"Un bat-flanc 2 pers, mezzanine",hrp refuge d arlet
Details,cabane de juzet,Cabane ouverte,Haute-Garonne,Juzet-d'Izaut,10,10,Oui,Oui,Oui,,cagire
Details,cabane de lurbe,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Atlantique,Borce,0,0,,,,,hrp refuge d arlet
Details,cabane du caillou de soques,Cabane ouverte,Pyrénées-Atlantique,Laruns,4,4,Oui,Oui,Oui,2 lits metalliques,pic d ossau
Details,cabane du plat des peyres pla de las peyres,Cabane ouverte,Ariège,Aston,6,6,Oui,Oui,Oui,0,refuge du ruhle 2185m etangs de fontargente frontiere andorranne coume de varilhes coume dose possibilite de rejoindre le refuge de quioules etang et pic de cabaillere
Details,refuge eaux forets du col de port,Cabane ouverte,Ariège,Boussenac,4,4,Oui,Oui,,Négatif,sarrat de la pelade pic de la journalade roc blanc cabane de la labere pech de therme sarrat des semalous pic de razels
Details,cabane de cestrede,Cabane férmée,Haute-Pyrénées,Luz-Saint-Sauveur,0,2,,,Oui,,pic de cestredelac noir
Details,cabane d ossoue,Cabane ouverte,Haute-Pyrénées,Gavarnie-Gèdre,4,4,,,Oui,,
Details,cabane de bassibes,Cabane ouverte,Pyrénées-Orientales,Fontpédrouse,10,10,Oui,Oui,Oui,entre 10 et 15,gorges de la caranca par coume de bassibes pic de la dona pic du geant
Details,cabane nouvelle de coume nere,Cabane ouverte mais ocupée par le berger l'été,Haute-Garonne,Cazeaux-de-Larboust,0,6,,,,couchage bas flancs 6p,le tour du cirque des crabioules
Details,cabane estaube,Cabane ouverte,Haute-Pyrénées,Gavarnie-Gèdre,8,8,,,Oui,Bas flancs + matelas,pimene par les pentes est traversee gavarnie troumouse
Details,montgarri,"Refuge gardé l'été, partie hivernal",Catalonia,Naut Aran,16,0,,Oui,Oui,,mauberme 2 880 m barlonguera 2 802 m mont valier 2 838 m
Details,cabane noire du cuq cremail,Cabane férmée,Haute-Pyrénées,Gazost,0,0,,,,,cuq cremail et pic de l oussouet
Details,refuge pastoral des planes,Cabane ouverte,Pyrénées-Orientales,Err,4,4,Oui,Oui,Oui,,coll de segalera isards marmottes
Details,cabane de la doule,Ruine,Ariège,Saurat,0,0,,Oui,Oui,,cap de la dosse versant n du pic de la journalade belles cascades de glace certaines annees tour de la journalade du col de l estagnou au col du pla de pesse
Details,refuge du pic du gar,Cabane ouverte,Haute-Garonne,Moncaup,8,8,Oui,Oui,Oui,7 sommiers métalliques sur deu,pic du gar pic saillant
Details,cabane de plagnette baren,Cabane ouverte,Haute-Garonne,Baren,4,4,Oui,Oui,Oui,Oui pour 4 personnes,pic burat
Details,abri pedourres,"Orri, Toue, abri en pierre",Ariège,Mérens-les-Vals,0,0,,,,,pic nerassol rulhe pedoures hrp
Details,abri de pla guillem,"Orri, Toue, abri en pierre",Pyrénées-Orientales,Py,3,0,,,,0,une journee sur le pla guillem hrp
Details,cabane beille den haut,Cabane férmée,Ariège,Lassur,0,0,,,,,
Details,refuge de l estanyet,Cabane ouverte,Catalonia,Vilaller,18,18,,,Oui,,besiberri nord et sud
Details,cabane de razels,Ruine,Ariège,Le Bosc,0,0,,,,,pic de razels cap du carmil sarrat des semalous roc blanc pic de fontfrede foret d andronne cabane du pont de freychenet
Details,refuge de la vesine,Cabane ouverte,Ariège,L'Hospitalet-près-l'Andorre,8,8,Oui,,Oui,2 (bois),pic de la cabanette siscarro andorre
Details,cabane de besse,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Atlantique,Laruns,4,4,Oui,Oui,Oui,6,lac du montagnon
Details,refuge coms de jan,Cabane ouverte,Andorre,Canillo,8,8,Oui,,,,pic de la serrera 2912m
Details,mines des crabouiles,"Orri, Toue, abri en pierre",Haute-Garonne,Castillon-de-Larboust,0,0,,,,,le tour du cirque des crabioules
Details,les 3 grottes russell maison russell,"Orri, Toue, abri en pierre",Haute-Pyrénées,Gavarnie-Gèdre,2,2,,,,,vignemale cerbillona
Details,grotte paradis,"Orri, Toue, abri en pierre",Haute-Pyrénées,Gavarnie-Gèdre,4,4,,,,,vignemale cerbillona
Details,refuge de l angonella,Cabane ouverte,Andorre,Ordino,6,6,Oui,Oui,Oui,,pic de cataverdis
Details,cabane jasse cady,Cabane ouverte,Pyrénées-Orientales,Casteil,,4,Oui,Oui,Oui,non,le gr10 le canigou rando balisees vers casteil
Details,cabane de tachouere,Cabane ouverte,Pyrénées-Atlantique,Asson,1,1,Oui,Oui,,,athez d asson col d aubisque
Details,abri esbas,Cabane férmée,Haute-Garonne,Bagnères-de-Luchon,0,0,,,,,
Details,cabane de saoubette,Cabane ouverte,Haute-Pyrénées,Ferrère,12,12,Oui,Oui,Oui,Bas flancs,mont ne port de bales terrain ideal pour la raquette
Details,abri etang la caranca,"Orri, Toue, abri en pierre",Pyrénées-Orientales,Fontpédrouse,15 env.,15 env.,,Oui,Oui,terre battue,etangs noir et bleu coll de la caranca de la vaca
Details,cabane bargueres de campsaure,Cabane ouverte,Haute-Garonne,Bagnères-de-Luchon,4,4,,,,,
Details,cabane du vacher,Cabane ouverte,Ariège,Montferrier,2,2,Oui,Oui,Oui,2 sommiers métallique,saint barthelemy balade hivernale vers crete de planas
Details,cabane de cornudere,Cabane ouverte,Ariège,Galey,4,4,Oui,Oui,,couchage à l,sommet de cornudere pic de l aube
Details,cortal dels cortils,Cabane ouverte,,,10,6,Oui,,,Oui (6 places environ),comabona cabirolera
Details,cabane de hounta,Cabane ouverte mais ocupée par le berger l'été,Ariège,Bonac-Irazein,5,5,Oui,Oui,Oui,,port d orle mail de bulard
Details,cabane d arrieu tort,Cabane férmée,Haute-Pyrénées,Bordères-Louron,0,0,Oui,Oui,Oui,Bas flancs,mont ne lac de borderes le montious voire le pic du lion ou le soum de l aigle
Details,cabane du trapech du milieu,Cabane ouverte,Ariège,Bordes-Uchentein,4,4,Oui,Oui,Oui,,gr10 tuc du coucou pourtheillou
Details,cabane du trapech du haut,Cabane ouverte,Ariège,Bordes-Uchentein,2,2,,,Oui,"Non, terre battue",gr10 tuc du coucou pourtheillou
Details,cabane d estarous,Cabane ouverte,Haute-Pyrénées,Sazos,,,Oui,Oui,Oui,Oui,lac de bastampe et lac de litouese
Details,cabane d uls,Cabane ouverte,Haute-Garonne,Melles,10,10,Oui,,,non mais présence de lits supe,gr10 pic de crabere
Details,cabane de contraire,Cabane ouverte,Haute-Garonne,Marignac,8,8,,,,non mais un grand plancher à l,grp tour de cagire burat et nombreux pr
Details,refuge de l escalette,Cabane ouverte,Haute-Garonne,Boutx,20,20,Oui,Oui,Oui,Bas flancs,pic de l escalette pique poque cagire
Details,cabane arech,Cabane ouverte,Ariège,Bonac-Irazein,6,6,Oui,Oui,Oui,Couchage à l,gr10 mail de bulard
Details,nahuja,Cabane ouverte,Pyrénées-Orientales,Nahuja,3,3,Oui,Oui,,0,puigmal d err cretes frontieres
Details,refuge ventosa i calvell,"Refuge gardé l'été, partie hivernal",Catalonia,la Vall de Bo,70,8,,,,,la punta alta tour des encatats
Details,cabane de campsaure,Cabane ouverte,Haute-Garonne,Bagnères-de-Luchon,0,2,,,,un lit avec matelas,plateau campsaure pic pouylane pic campsaure
Details,cabane de laujo,Cabane ouverte,Catalonia,Canejan,3,3,Oui,Oui,Oui,oui,pic de montlude tuc barrocomica
Details,cabane de la coume,"Orri, Toue, abri en pierre",Ariège,Orgeix,0,0,Oui,,Oui,,etang aygue longue et pic de l
Details,cabane piparlan,Cabane ouverte,Ariège,Aston,0,0,,,,,plateau de beille
Details,cabane d herechet ou des rechets,Cabane ouverte,Haute-Garonne,Fos,3,3,Oui,Oui,Oui,3 lits,pic de sacaube crete des estagnous gr10
Details,cabane du col de caballos,Cabane ouverte,Aragon,Gista,2,2,Oui,,,,hrp gr11
Details,cabane col long dayous d en bas,Cabane ouverte,Pyrénées-Atlantique,Laruns,4,4,,,,,
Details,cabane de la labere,Cabane ouverte,Ariège,Saurat,0,0,,,,NON,col de port roc blanc pech de therme sarrat de la pelade fontaine de la tasse roc de la garre
Details,cabane d ardane pekoa,Cabane férmée,Pyrénées-Atlantique,Larrau,0,0,,Oui,Oui,sur 2 niveaux,
Details,refuge baiau josep m montfort,Cabane ouverte,Catalonia,Alins,9,9,,,,,medecourbe 2 913 m entravessada 2 961 m coma pedrosa 2 942 m pic de baiau 2 885
Details,cabane de barrosa,Cabane ouverte,Aragon,Bielsa,12,12,Oui,Oui,Oui,oui,
Details,cabane de antenac inferieur ou seridet,Cabane ouverte,Haute-Garonne,Cier-de-Luchon,10,10,Oui,Oui,,Oui avec matelas,antenac
Details,refugio d armena,Cabane ouverte,Aragon,Seira,20,20,Oui,Oui,Oui,"Bas flancs, matelas",lac ibon de armena a 15 minutes de marche a plat possibilite de speleologie dans le cirque d armena cotiella
Details,cabane coulobre,Cabane ouverte,Ariège,Freychenet,0,0,,Oui,,non,mont fourcat
Details,cabane matutano,Cabane férmée,Pyrénées-Orientales,Fontpédrouse,0,0,,,,,pic enfer pic geant
Details,cabane de l estagnole,Cabane férmée,Ariège,Cazenave-Serres-et-Allens,0,0,,,,,mont fourcat pic du han
Details,cabane de prat de mire,Cabane ouverte,Ariège,Mijanès,4,4,Oui,Oui,,4 places,etangs rabassolles tarbesoubalbonne
Details,cabane de marterat,Cabane ouverte,Ariège,Ustou,9,9,,,Oui,,pic de marterat 2662m hrp partie ariegeoise cabane de bonrepos
Details,refuge alphonse xiii,Cabane férmée,Aragon,Sallent de G,0,0,,Oui,Oui,,
Details,cabane sarrouyes ardounes,Cabane ouverte,Haute-Pyrénées,Azet,2,2,,,,2 lits métalliques avec matela,pic estos sarrouyes voire lustou
Details,cabane de mont redon,Ruine,Ariège,Lassur,0,0,,,,,
Details,cabane de courtal gelat,Cabane férmée,Ariège,Lassur,0,0,,,,,
Details,cabane pardines,Cabane ouverte mais ocupée par le berger l'été,Aragon,Sah,4,4,Oui,,Oui,"2 lits, 3 matelas, 1 mousse",les 3 eriste les 2 forquetas tuca llantia et les nombreux ibones du coin
Details,cabane de l estany de sotlo,Cabane ouverte,Catalonia,Alins,2,2,,,Oui,non,pique estat et montcalm
Details,cabane d orgambide,Cabane ouverte,Pyrénées-Atlantique,Estérençuby,4,4,,,,,hrp gr11 urculu
Details,cabane maison forestiere del rases,Cabane férmée,Catalonia,Vilaller,,,,Oui,Oui,,
Details,cabane de la freche,Ruine,Haute-Garonne,Bagnères-de-Luchon,0,0,,,,Aucun,boucle ports de venasque et de picade soum de l
Details,cabane du lac du plaa du prat,Cabane ouverte,Haute-Pyrénées,Estaing,8,8,Oui,,Oui,,barbat col du pourtet breche du hourat nombreux petits lacs
Details,cabane de lindux,Cabane ouverte,Navarre,Auritz/Burguete,4,4,,,,Non,
Details,refuge de quioules,Cabane ouverte,Ariège,Aston,6,6,Oui,Oui,Oui,A l etage,nuit en cabane avec un groupe de 9 personnes l isolation est bonne
Details,cabane d appy,Cabane ouverte,Ariège,Appy,4,4,Oui,,Oui,,etang appy pic st barth
Details,refuge de mulleres ou molieres,Cabane ouverte,Catalonia,Vielha e Mijaran,18,18,,,,9 de 2 places tête-bêche,pic de mulleres hrp
Details,abri de nartigues,Cabane ouverte,Pyrénées-Orientales,Angoustrine-Villeneuve-des-Escaldes,4,4,,,,France,tour du carlit
Details,cabane de greziolles,Cabane ouverte,Haute-Pyrénées,Bagnères-de-Bigorre,3,3,Oui,Oui,Oui,aucun,pic des quatre termes gr10c pic de bastan
Details,cabane du col de l arrech de bethmale,Cabane ouverte,Ariège,Arrien-en-Bethmale,2,2,,Oui,,,cap de bouirex
Details,cabane de soucarranne,Cabane ouverte,Ariège,Auzat,0,0,,,Oui,,
Details,refuge de azpegi,Cabane ouverte,Navarre,Orbaitzeta,20,20,Oui,Oui,Oui,,hrp gr11 gr12
Details,cabane de barasse,Cabane ouverte,Haute-Pyrénées,Bagnères-de-Bigorre,2,2,Oui,,Oui,Non,gr10c pic du bastan pic portarras et prada de cettiou
Details,cabane du laquet,Cabane ouverte,Haute-Pyrénées,Bagnères-de-Bigorre,0,0,,,,,rien
Details,cabane des mails,Cabane ouverte,Haute-Pyrénées,Asque,3,3,Oui,Oui,,bat-flanc pour 3 personnes ave,casque du lheris
Details,cabane sausset,Cabane ouverte,Haute-Pyrénées,Gavarnie-Gèdre,6,6,Oui,,Oui,Bas flancs,campbiel soum des salettes granges de campbieil port de campbieil lac de bassia
Details,cabane d arrouge,Cabane ouverte mais ocupée par le berger l'été,Haute-Garonne,Oô,4,4,Oui,,Oui,Non mais 2 matelas que l,gr 10 et hors gr vers la cabane d ourtiga par le val d arrouge mais faut connaitre
Details,cabane de pedain,Cabane ouverte,Pyrénées-Atlantique,Lescun,0,4,,,Oui,,mouscate table des trois rois
Details,cabane de llubriqeto,Cabane ouverte mais ocupée par le berger l'été,Catalonia,la Vall de Bo,2,2,,,Oui,,besiberri s
Details,orri pradel,"Orri, Toue, abri en pierre",Ariège,Goulier,2,2,,Oui,Oui,,
Details,cabane de moune,Cabane ouverte,Haute-Pyrénées,Aragnouet,2,2,Oui,,Oui,,hourquette de charmentas soum des salettes campbiel
Details,cabane lasbordes ou la herrere,Cabane ouverte,Pyrénées-Atlantique,Bielle,6,6,Oui,Oui,Oui,,rocher d aran
Details,cabane du bastan,Cabane férmée,Haute-Pyrénées,Vielle-Aure,0,0,,,,,
Details,cabane de camous montarrouye,Cabane ouverte,Haute-Pyrénées,Sarrancolin,2,2,Oui,,Oui,,pic de montarrouy
Details,cabane lac de badet,Cabane férmée,Haute-Pyrénées,Aragnouet,0,0,,,Oui,,soum des salettes hourquette de chermentas
Details,cabane de turmech,Ruine,Haute-Garonne,Saint-Aventin,0,0,,Oui,,,mail du lis en boucle
Details,refuge russell,Cabane ouverte,Haute-Pyrénées,Cauterets,15,15,Oui,Oui,Oui,,pics ardiden cestrede chanchou barbe de bouc lac d estom
Details,cabane des toucouets,Cabane ouverte,Haute-Pyrénées,Sers,0,5,Oui,,,Bas flancs,pene det pouri
Details,orri de prat redoun,"Orri, Toue, abri en pierre",Ariège,Savignac-les-Ormeaux,2,2,,,Oui,mousse,
Details,cabanes de oelhestre,Cabane ouverte,Haute-Pyrénées,Estaing,5,5,Oui,Oui,Oui,,en fond de vallee
Details,cabane de pourcibo,Cabane ouverte,Pyrénées-Atlantique,Accous,4,4,non,non,,"sommier à ressort, sol bétonné",lac d arlet
Details,orri des trois seigneurs ou de etang de arbu,"Orri, Toue, abri en pierre",Ariège,Suc-et-Sentenac,2,2,,,Oui,0,pic des trois seigneurs
Details,refuge de bartat,Cabane férmée,Ariège,Prayols,0,0,,Oui,Oui,,cascades de la piche
Details,cabane d aoua,Cabane ouverte,Ariège,Sentein,6,6,Oui,Oui,Oui,1 étage,mauberme
Details,orri de goulier,"Orri, Toue, abri en pierre",Ariège,Goulier,1,1,,Oui,Oui,Néant,gr10 pique d estats
Details,refuge st martin,Cabane ouverte,Haute-Garonne,Sauveterre-de-Comminges,10,10,Oui,Oui,,Bas flancs,le tour du comminges
Details,cabane electricas,Cabane ouverte,Aragon,Torla-Ordesa,0,0,Oui,Oui,Oui,,refuge auberge de st nicola de bujarelo depuis boucharo 6 heures
Details,cabane du port urets,Cabane ouverte mais ocupée par le berger l'été,Catalonia,Naut Aran,3,3,Oui,,,3 (dont 2 petits),pics mauberme homme mail bulard hrp
Details,barraca forn de calc,Cabane ouverte,Catalonia,la Jonquera,10,10,Oui,Oui,,2x5,travessa albera gr11
Details,refuge d espingo,"Refuge gardé l'été, partie hivernal",Haute-Garonne,Oô,60,15,,,,,pic des spijeoles lac du portillon
Details,cabane de griman,Ruine,Ariège,Mérens-les-Vals,0,0,,Oui,Oui,,la porteille des besines
Details,cabane de aueran,Cabane ouverte mais ocupée par le berger l'été,Haute-Garonne,Melles,0,5,Oui,Oui,Oui,5 lits superposés avec matelas,
Details,cabane de ayzi,Cabane ouverte,Haute-Pyrénées,Agos-Vidalos,,,Oui,Oui,,,
Details,cabane d agnelle morto,Cabane ouverte,Ariège,Orgeix,2,2,Oui,Oui,Oui,Bas flancs,etang d ayguelongue
Details,cabane pouchergues,Ruine,Haute-Pyrénées,Loudenvielle,0,0,,,,,
Details,refuge bordes de licierte,Cabane ouverte,Aragon,Gista,4,4,Oui,Oui,,,gr11
Details,cabane de carlaute,Cabane ouverte,Ariège,Auzat,,,,,,,bizourtouse
Details,abri de la neste de clarabide,"Orri, Toue, abri en pierre",Haute-Pyrénées,Loudenvielle,2,2,non,non,Oui,Sur le sol,pic shrader pic de l abeille
Details,abri de caillauas,"Orri, Toue, abri en pierre",Haute-Pyrénées,Loudenvielle,2,2,,,Oui,Sur le sol (terre),pic de gourgs blancs lac des isclots
Details,cabane de bendous,Cabane ouverte,Pyrénées-Atlantique,Urdos,0,3,,,,,soum de lagaube
Details,cabane de la soula,Cabane férmée,Haute-Pyrénées,Loudenvielle,0,0,,,,,
Details,orri de bretounels,"Orri, Toue, abri en pierre",Ariège,Luzenac,3,3,non,Oui,Oui,Par terre,tour des montagnes d ax
Details,granges du moudang,Cabane férmée,Haute-Pyrénées,Tramezaïgues,0,0,,,,,port de moudang lac de hechempy cretes du moudang
Details,mallata de anayet ou refugio de arroyetas,Cabane ouverte,Aragon,Canfranc,0,0,,,,Non,barranco de izas
Details,amitges,"Refuge gardé l'été, partie hivernal",Catalonia,Espot,66,12,,,,,tuc de saboredo 2 840 m
Details,refuge bonne aigue,Cabane ouverte,Pyrénées-Orientales,Vernet-les-Bains,14,14,Oui,Oui,Oui,Bas flancs sans matelas,canigou gr10
Details,cabane de la plagne,Cabane ouverte,Ariège,Sentein,4,4,Oui,Oui,Oui,Couchage par terre ou sur mezz,tour en vtt eylie bentaillou araing frechendech
Details,valle d aragon,Refuge gardé toute l'année,Aragon,A,75,0,,,,,
Details,cabane du plan de bosc,Cabane ouverte,Haute-Garonne,Gouaux-de-Luchon,2,2,Oui,Oui,,planche en bois,burat bacanere montmajou
Details,cabane privee de sauzet,Cabane férmée,Ariège,Luzenac,0,0,,,,,
Details,cabane de bious artigues,Cabane ouverte,Pyrénées-Atlantique,Laruns,8,8,Oui,Oui,Oui,Bas flancs,tour du pic du midi d ossau
Details,cabane de roumassot,Cabane ouverte,Pyrénées-Atlantique,Laruns,0,0,,,,,
Details,refugio de bujaruelo,Refuge gardé toute l'année,Aragon,Torla-Ordesa,50,50,,,Oui,,gr11 ordesa panticosa gavarnie
Details,cabane de crusous,Cabane ouverte,Ariège,Ustou,2,2,,,,,
Details,abris du lac de creguena ou gregonio,"Orri, Toue, abri en pierre",Aragon,Benasque,4,4,,,Oui,,col de creguena et aneto bien cairnee lac de coronas col d albe
Details,cabane du courreau de baren,Ruine,Haute-Garonne,Baren,0,0,,,,,pic burat bacanere boucle par etangs de st beat
Details,cabane du col de castillon,Cabane ouverte,Haute-Pyrénées,Esparros,3,3,,Oui,,5,signal de bassia
Details,courtaou de tire moureou,Cabane ouverte,Haute-Pyrénées,Esparros,4,4,,,,5,signal de bassia
Details,cabane estibat,Cabane ouverte mais ocupée par le berger l'été,Ariège,Saurat,4,4,Oui,Oui,,sol béton,pic d estibat sommet des griets
Details,abri de pleta de creguena,"Orri, Toue, abri en pierre",Aragon,Benasque,2,2,Oui,Oui,Oui,,col de creguena et aneto bien cairnee lac de coronas col d albe
Details,refuge du maupas,"Refuge gardé l'été, partie hivernal",Haute-Garonne,Castillon-de-Larboust,35,27,,,Oui,,maupas boum vallee du lis
Details,cabane de la vierge,Cabane ouverte,Haute-Pyrénées,Gavarnie-Gèdre,6,6,Oui,,,4-6,hrp tour des 3 cirques a pied en hord gr
Details,cabane artigue longue,Cabane ouverte,Haute-Pyrénées,Bareilles,8,8,Oui,Oui,Oui,8-10 couchages,lac de borderes ou bareilles le mont ne
Details,cabane du col mazel,Cabane ouverte,Ariège,Brassac,3,3,Oui,Oui,Oui,Négatif,rocher du sarrat de la pelade rocher de fontanet rocher de batail rocher de boulbonne roc croise du cap des coumels du picou le picou sommet de la pyramide du pech de therme col mazel fontaine du souleilla de roques bois royal de brammal et roquefort col de legrillou pont de bailles
Details,refuge de bassies,"Refuge gardé l'été, partie hivernal",Ariège,Auzat,50,12,,,Oui,,pic rouge de belcaire
Details,cabane de la besurta,Cabane férmée,Aragon,Benasque,,,,,,,
